     -173.9284265906      538.6689031723    48       61.0912068618       61.0912068625       61.0912068627
     -171.7580858891      535.0667077567     2       56.5421275063       62.8752279528       67.8260822335
     -171.5738217300      534.5961415141     2       58.3836330978       62.9578102263       65.9665530435
     -171.8560224288      535.5175930518     1       59.0341020265       63.1889077850       63.9932143673
     -171.6400938823      535.2896692026     2       58.9758171963       63.7969056781       64.7009446006
     -170.9566968057      529.0932320859     1       57.6283296839       58.0433565182       76.7455955287
     -173.2523784157      534.3918890560    10       57.2204542820       57.2204542829       77.8839492981
     -172.8777364112      532.3731607239     1       56.0677108645       59.7701455200       74.2584144648
     -170.9568946176      529.5452425039     2       56.1601750591       60.5267195310       74.2809104302
     -171.4176377102      533.6172767458    10       58.3247644935       58.3247644943       73.0083535783
     -172.2981287556      533.7393432834     2       57.1593129263       60.7312574368       69.5341607491
     -170.9924926291      524.1265475125     1       55.6720881449       61.1532808969       73.7601021108
     -172.2349264932      524.4464065533     1       56.2459993622       59.9035700573       71.6940233861
     -171.0049781981      532.2030127119     1       55.5148259110       63.1945611925       71.5562687420
     -171.8914372324      535.2089129598     2       53.0759452501       66.1838748760       71.0960362385
     -173.1343170088      532.9730474211     2       55.9271972066       59.6156047107       73.9141805969
     -171.3425901782      528.4603719199     1       56.0263000227       60.8300237909       72.7575237152
     -171.0586992589      524.9121655186     1       54.7307365824       62.6031079430       71.8603172177
     -171.3273614050      524.9128993755     1       55.4907984655       61.5628584474       72.1287785505
     -170.7131010322      518.4078827576     1       57.5083245654       63.4409571514       66.6668054445
     -170.6246957619      521.2901155333     1       52.7154289165       65.1456677813       73.4147050957
     -171.6438367247      534.8905033637     1       50.9730054630       68.7870952883       72.7399850325
     -171.8985744904      535.2141365558     2       53.8733436351       65.1713550355       70.8826681690
     -170.6936169487      521.6146246705     1       52.8236202120       64.9978533578       73.3425210158
     -171.0501146405      532.1943387061     1       54.1479908836       64.4918685689       71.6795234333
     -170.9989221457      532.1750499882     1       55.4921381935       63.4425025993       71.3242626759
     -171.8986713337      535.2154723109     2       57.3988076289       61.4356625906       70.6716162068
     -170.9809484757      532.1521970413     1       56.6449030412       62.1959055151       71.6333288470
     -171.6995535938      534.8916898562     1       57.1500101682       61.6246914592       71.6089136091
     -171.7511196303      535.1418539818     2       54.7532833050       64.8613520708       71.4598184671
     -171.0407164785      529.3969167648     1       53.4079854487       64.8280515735       76.5568235406
     -172.1249800099      531.9270655154     1       54.3781686572       63.5288645263       73.3638069053
     -170.5369534992      521.8684320387     1       52.7390061077       66.9386573879       72.4052271358
     -170.8346768420      524.3733938280     1       55.5310608856       61.8142398049       72.7070933870
     -170.7030382761      522.0766561190     1       54.2708525358       63.2983909255       72.9352673669
     -171.9925961893      532.0924438120     2       53.1586672658       67.1823707220       72.3513207122
     -171.3757998945      532.2792325424     1       55.2483435756       61.3604439135       77.2975362030
     -171.0163196622      529.6945865753     1       53.1833239002       67.1740029819       73.0678115510
     -170.9719227432      528.5518853135     1       54.3396598628       67.2221778613       71.0623015634
     -170.8806115821      531.2645413279     1       51.5972455178       67.7392790417       72.7503804712
     -172.9586334080      533.2402037787    10       57.1646716061       57.1646716065       77.5282758700
     -171.1839911027      531.8733681088     1       55.1133524201       61.8184529686       77.6212749517
     -171.1780447591      530.3148129729     1       56.4005209768       60.9116464125       73.9505505009
     -171.3050399814      532.3922737287     2       58.0370076170       58.5039014696       77.5947205230
     -171.3946137453      530.9804749371     1       56.9151724146       60.0383564189       73.7796869165
     -170.8678229006      525.7566632562     1       56.2038149460       60.3369188791       72.8453332304
     -171.4736785060      530.8617411180     1       56.1758537747       61.0062132818       72.9600951958
     -171.1800144505      530.3322741358     1       54.5748687137       62.8626180683       74.0761579601
     -171.2010554076      531.8397528863     1       57.1319435141       59.3818907535       77.6728445264
     -171.3836176652      532.2943648256     1       56.3536332617       60.3044299553       76.8902548153
     -171.2029980509      531.8515228559     1       55.6480413890       61.0228523033       77.6180758863
