     -167.7371452912      516.8798233651         1       401       402       54.0396808087       66.8018424907       71.5290905359
     -169.2924166005      512.5223923029         1         7       403       57.2916439048       59.9987557300       74.6034236959
     -168.9304453576      513.0975860675         1       396       404       57.1205761681       64.7944641653       66.4569051665
     -169.0797219267      515.9804137688         1       405       402       53.4998143098       67.1056490833       70.0333840469
     -168.9842483433      515.5965667370         1       406       407       58.0846685260       63.5961692902       66.7388175277
     -168.8345008864      512.4433724682         1       408       409       55.6901178331       63.3465002210       72.3221469921
     -165.6036977586      514.2150985911         1       410       411       57.4769538596       64.3213995106       77.6139293922
     -168.3199000620      506.2551032499         1       412       413       55.8956922796       64.7808913505       69.7158766727
     -169.0834014996      517.6648077270         1       410       403       56.9300507321       60.7078084754       74.8269062411
     -167.9134117261      508.1399135729         1       414       415       56.7106712612       64.5976792937       68.2479931494
     -168.0886484497      510.6182114003         1       416       417       53.8273605115       64.7831056640       75.8234251258
     -165.9684797008      515.1127401874         1       418       419       60.1454026130       60.8684430941       75.4671990733
     -168.4985401331      515.8185448786         1       406         1       59.2287381709       63.0765565712       65.7481642408
     -168.7917696265      509.4683332168         1       408       413       54.9059768465       64.5830390954       72.2935422937
     -167.9381656582      510.9732886336         1       420       421       56.6942256977       64.6883434873       67.8553237089
     -168.7470846324      510.8114233924         1       408         7       56.9221221467       61.1976130999       73.0855206490
     -168.3293202123      516.2533918749         1       422       423       53.9791506524       68.2522100220       69.8746884457
     -169.2168693618      513.1664833513         1       424       413       54.1989623413       66.3958886445       70.8845468684
     -167.8720444037      512.8708737335         1       407       422       57.1490699615       65.0457928123       67.4534734098
     -168.7055176511      512.0564664620         1       424       425       54.1710216870       66.8338810353       70.6437703106
     -168.7642169939      511.6733858166         1       423       425       54.4066610894       66.7262193901       70.4460007985
     -167.8137199822      511.1093931788         1       420       422       55.9956529338       66.2274792083       67.9600890048
     -168.2570780173      511.4235127333         1       407       420       58.4109894966       63.5678238362       66.2829055912
     -168.1587924841      510.7378469048         1       407       426       56.2897931569       66.0272082998       66.7197479954
     -168.7287053497      511.4717857932         1       427       423       54.7041704374       66.1439313136       70.1019291740
     -168.4525234417      508.8613587030         1       407       428       56.5936369974       64.5241034634       67.4086860443
     -167.4061737032      513.8338605241         1       422       428       55.8223391080       66.9834033615       67.4816505601
     -164.9441990221      503.6259246478         1       429       430       55.5221122958       68.7191802165       72.3359861982
     -166.9334415174      510.3045464323         1       431       432       55.7148758830       64.9186725034       72.5421819951
     -163.2904956449      504.9116775512         1       433       434       54.0734053022       68.5404280588       76.7423124697
     -166.4901467247      509.7930930581         1       435       436       54.2124655906       68.2449079414       72.9746953461
     -164.1851411271      504.5981398215         1       117       437       60.1163998211       63.6681423196       73.5593689372
     -166.0444439650      507.3787405066         1       354       438       59.5699845827       60.7555310066       71.7710885601
     -166.2647694511      514.4134248509         1       439       440       60.2161140256       64.2745496993       66.9056707391
     -166.0756991893      516.4234932362         1       441       442       58.2673215528       66.4360014319       68.4642169255
     -165.9683762021      505.9475481874         1       443       444       55.4763023447       67.5981545258       71.1592941538
     -164.5805053253      507.1289418716         1       445       446       52.2456561394       69.9778848257       76.2230116089
     -164.8416687463      510.7862851368         1       447       448       56.9709217261       66.4659746330       72.7008140360
     -163.3307781968      504.0285303969         1       449       450       58.4734396297       64.5261792458       73.6618155479
     -166.2128641179      508.6946598658         1       451       452       58.7858226204       63.4876075500       69.7342003596
     -163.3096073621      505.1653074199         1       453       454       60.1642484606       65.4068360850       69.1308310585
     -167.8082187776      511.0227454507         1       407       455       57.1311545436       65.2309387736       67.8449087417
     -168.7281431702      511.7712302313         1       407       456       56.1826501164       65.1139302426       68.1177716000
     -167.3223216109      513.1940205140         1       457       407       57.5669395166       65.6416730257       66.5239774442
     -168.0691496511      510.6191686821         1       407       458       57.7830407356       64.1990099435       66.6641813627
     -168.9825536347      517.6202158678         1       459       406       58.2297730572       63.8573792439       66.3229611053
     -167.8071604857      510.8444486293         1       421       460       56.6438846631       64.5529086209       68.2060060923
     -168.4498647126      507.5807090894         1       428       456       56.4861766449       64.4807706664       67.8164766572
     -167.9775261490      510.0429268860         1       456       455       56.6975777519       65.3220649314       67.8808252508
     -168.9368310911      514.9115353316         1       407       459       58.3675772433       63.7984305170       66.3276414693
     -166.1160442555      501.0030188446         1       461       462       56.9396994839       60.5106706816       80.6473302434
     -164.9964474222      507.9829797197         1       463       464       55.7967672092       65.8801286897       76.7314554127
     -163.9878589292      510.8203722397         1       465       466       57.4614708944       63.7466337022       77.9709619855
     -164.2958108729      506.6012584470         1       467       468       60.0455270870       62.1198454017       74.5414713415
     -161.3504862670      510.4750721730         1       469       470       60.6536631245       64.9626669416       70.4152051901
     -166.8485587986      512.1572868702         1       471       472       61.2712550168       63.5279159531       64.9311332616
     -167.3454585003      509.6885859165         1       473       474       60.5514778610       62.4250272280       66.2721342502
     -164.7554074678      507.3244346022         1       475       476       58.0440513464       63.6258896900       72.1036591652
     -166.0125373061      513.4151998595         1       477       478       57.2369061800       64.9052333908       75.7608634357
     -165.5268687687      505.2846870880         1        87       479       59.1788623192       61.5229241322       72.5212146984
     -165.9364383872      508.1248763895         1       480       481       56.5276820729       64.1152449795       74.4479809355
     -166.8459304476      509.2401321931         1       482       483       55.6577414202       65.8543826185       70.6761650258
     -160.0244021996      503.5388716559         1       484       485       59.2529557475       64.5499233062       80.2600329555
     -164.6928626078      506.0084427481         1       486       487       57.0282071312       64.0571660178       73.2628190464
     -163.7499884288      503.2681334347         1       488       489       50.1638646456       74.2459653309       78.4213327888
     -167.7083924836      516.4067184020         1       490       491       55.9685218927       62.9651753223       73.8909369386
     -163.0200533582      505.8436269586         1       492       493       58.8102326995       63.6432316444       80.2299281606
     -163.6323771776      498.9429423767         1       494       495       54.9246024062       68.7675189612       73.9373135267
     -167.4873371773      512.2494856122         1       496       497       58.1811297392       65.1790703274       66.7137561425
     -168.3111050275      508.8275241742         1       498       499       53.2497042313       69.6889522566       70.7382780856
     -168.1656152891      511.6823184294         1       500       501       55.6550643424       65.2555418570       69.2799146949
     -162.0398894333      500.3455221915         1       502       503       57.9388109405       65.8577956786       82.8325735035
     -164.4307973055      510.2200117669         1       504       505       54.5057224149       68.7866033979       75.5189998602
     -165.7575356969      507.6171616189         1       506       507       53.0017724336       68.4369420534       75.0129301515
     -164.5198425625      514.7867275916         1       508       509       58.0843555009       66.6818394224       69.0559721850
     -162.0285479920      508.7410591525         1       510       511       56.3290038069       69.4299091937       79.4700350294
     -162.1707755436      504.3869354203         1       512       513       60.8481657587       62.0361736008       82.1979039324
     -166.5663182619      501.5626897258         1       514       515       59.3413404445       64.2329994651       66.8980003716
     -162.4889345426      507.2922169241         1       516       517       56.2435840802       65.4979166346       79.0467557038
     -163.2883786295      511.5427285946         1       518       519       61.1330776487       64.1617654884       75.4527364132
     -166.3628903130      509.4676929675         1       520       521       58.1834548155       65.7194867417       71.7727248364
     -168.5145382262      511.9207130717         1       522       523       57.0476030629       65.1564897675       65.6470806230
     -166.4630346867      518.3750406479         1       524       525       56.3760488880       65.5252156117       72.5741844539
     -165.8422505839      511.7425621710         1       526       527       57.3694033056       67.2215057468       68.7058924409
     -167.0052374740      507.2518608382         1       528       529       60.2101765254       60.7531725800       72.2323910822
     -160.0417263641      499.0916336638         1       530       531       59.6409734478       65.6904390900       76.5187110673
     -165.4826511607      506.3169583593         1       532       533       54.3517865911       68.2762972415       76.0087526833
     -168.5490378899      509.1684684537         1       534       303       56.5971549031       63.0329341115       69.2573492378
     -163.4653049298      505.5793959461         1       535       536       58.1451234550       65.7572115642       73.3851348550
     -165.1170382589      507.4140163469         1       537       538       57.0631825127       67.2321952586       70.6993587422
     -165.4898269416      509.4282706161         1       539       540       57.8359382592       65.0258175317       71.9372031940
     -168.9746333812      515.8370189435         1       402       427       54.5846641019       65.6590033472       70.3634916235
     -168.2613119323      513.4422377882         1       541       422       54.4606985283       67.5097220792       68.5677537360
     -169.2962054796      516.6538393647         1       542       401       56.9376931994       64.9123660735       66.1220937691
     -168.6896280494      512.3074339286         1       424       427       54.3064883304       66.2870578877       70.4639919045
     -164.7857432637      506.9098566057         1       543       544       58.5903679771       63.1661773016       75.3716854396
     -166.0722219716      515.0898626745         1       545       546       56.0464123157       67.5668692559       69.3885360485
     -165.0515358770      505.5818898108         1       547       548       52.5974799502       69.3540166754       76.7536736247
     -166.0025997348      510.6418247143         1       549       550       58.9436675484       63.4595636204       70.4444943589
     -166.7917619606      510.8287487171         1       551       552       55.8819680588       66.8696606336       69.4444999679
     -164.5603574951      505.3245539102         1       553       554       53.3561670615       69.2179806764       74.7766202227
     -165.6330318466      509.9950885194         1       555       556       53.5339862762       67.1595533935       76.8404083083
     -166.4365498611      507.7211077099         1       557       558       53.3910264858       69.1619869878       72.9247211507
     -164.8928794485      503.9874692629         1       559       560       55.7043354588       68.4571510031       71.9036819117
     -165.2490448970      503.8798110354         1       561       562       54.1058801107       67.8690076825       77.3299763874
     -165.3088221909      505.1101173967         1       563       564       55.6190867650       64.3745753774       80.0240607304
     -164.0208523481      505.0643400646         1       565       566       53.3102417036       68.6129148367       77.7033903818
     -164.9691348235      509.3278477897         1       567       568       49.6916353151       74.1013588356       77.6186684049
     -167.1976722392      504.7810079040         1       569       570       56.2749920976       62.9182967007       73.0182917450
     -163.5784351642      503.6158700596         1       571       572       56.4701651783       67.5469783397       74.1863299648
     -165.6320223219      514.0288094266         1       573       574       54.1433920191       66.2467708990       75.2307019130
     -167.7493381160      508.0880284320         1       575       576       56.7023551165       61.4475079041       73.8804681582
     -167.2550961353      511.8837370870         1       577       578       59.2020336409       60.3726751227       71.7938496037
     -166.1221225934      507.5284674000         1       579       580       57.7917755901       63.9916911505       71.3578241636
     -167.0660646002      508.9170676096         1       581       582       54.9252526408       66.1130440486       72.2132717874
     -166.9242709529      516.1541527120         1       574       583       55.0940551039       63.5188316113       76.7940967415
     -166.6903969808      509.7643922225         1       584        66       56.9388770216       62.2058987113       73.8208200468
     -166.3285891430      509.8295057811         1       585       586       58.8130131646       61.9667277713       72.2979766353
     -165.6854540080      513.4666050968         1       587       588       58.7300609612       63.1285875042       71.7065407345
     -167.4572417539      512.4659728190         1       589       590       58.7985770064       63.6704032791       68.3017200564
     -167.9018156159      513.5081255262         1       591       592       57.7550185242       64.4193410308       66.9494441842
     -166.1993385432      506.2745442153         1       593       594       58.8044734738       64.6061712178       68.2930190297
     -165.9980986904      510.1851741798         1       595       596       56.2536914272       64.5786769417       73.6019389142
     -165.9166631471      508.1640368980         1       597       598       53.1163246443       69.1531451916       73.8774765958
     -162.7927786220      502.4884707274         1       599       600       61.0581898110       63.2147524370       71.9951238375
     -164.5980012256      507.4827983825         1       601       602       55.5170011323       69.7952440363       71.7981287965
     -163.1150981470      503.5591503778         1       603       604       56.6266734125       68.9102405947       73.8597002545
     -163.4060421571      507.8754175099         1       605       427       59.7758014916       64.4908484574       71.4085835147
     -169.0446819840      512.2081000427         1       606       607       59.3431303631       61.8086622230       66.5878230898
     -165.2975770135      507.1576485449         1       608       609       57.3976279104       65.7425658048       69.3271133178
     -167.0626586456      507.8132116084         1       610       611       58.5475346364       60.8973198199       75.2766779843
     -163.0686057796      501.1054624404         1       612       613       53.1823946170       71.6214112026       77.3601936736
     -164.7517256189      497.1702345115         1       614       615       53.2907537511       69.7092067757       75.5234420314
     -165.8911385000      504.4459059501         1       616       617       59.2630762897       63.8786006581       69.8081523166
     -162.9396243443      506.2964578667         1       618       604       57.3376419246       67.9038344843       73.9144359869
     -167.0073461635      512.0731659616         1       619       620       54.7318056182       66.1428616415       73.1849401648
     -167.2194602158      499.0737656971         1       621       622       58.4459829077       62.7006773163       70.3162154285
     -163.5886403639      503.8562488829         1       623       624       55.3160070577       67.5315143952       78.7930868224
     -163.9545885473      510.5169348661         1       625       626       57.7859871823       64.2208209740       76.1660952418
     -166.4597290401      503.7632646598         1       627       628       58.6356708485       64.5750645575       71.5369528791
     -165.5044599060      509.9120351395         1       629       630       59.0017893119       64.6731796298       68.7437702326
     -167.5681391600      517.5457210899         1       631       632       52.8349112681       70.3647707814       72.0912777025
     -165.4493177015      511.1283760074         1       633       634       55.4733171578       66.8558076746       74.3108985778
     -166.3642790489      510.1619445090         1       635       636       55.2901970973       69.0811689418       69.9279273607
     -165.2064170737      505.5735634813         1       637       638       56.0901653832       66.6043605110       73.1744807191
     -165.5378314876      507.2120560527         1       639       627       56.6797365265       66.5331115149       71.1277559995
