      -44.3268014195      158.2464487383   120        9.3629926605        9.3629926606        9.3629926607
      -41.4719798478      153.8092000860     2        8.7543536583       10.6788841871       11.4404999401
      -41.4445970024      153.7754835605     2        8.1171969185       10.8727498917       12.2722424869
      -41.3943984170      153.7884875110     2        8.1445712224       10.9878854845       12.3606113080
      -40.7585134840      153.8786211820     4        9.8642213647        9.8859862811       11.8890250699
      -40.7284611753      153.8216083952     4        9.6541622542       10.2529996611       11.8353318372
      -40.7104068183      154.1266173970     2        8.4543109853       11.5383658933       12.2645627526
      -40.6737977908      154.5796188971     2        8.1715601917       10.7004282286       14.3503053590
      -40.6701703469      153.6324056181     1        8.4023436239       11.6261488157       12.0975259223
      -40.6154678005      153.9912419777     1        7.4775157989       12.0783533990       13.6291864878
      -40.6045842015      153.6961788204     1        8.2325785523       10.9500717855       13.5108921963
      -40.5412940551      153.6596169182     2        8.0973209443       10.8489630690       14.2472265480
      -40.4333294627      153.2813989850     2        7.2499304410       12.2388780795       14.3138943836
      -40.3489469704      150.8133394104     2        9.3668049390       10.5224627442       10.7489177900
      -40.1280749545      152.6394926236     2        9.5439248215       10.0048959702       11.6810911075
      -40.0869613298      153.4931120238     2        9.0926626976       10.8257275778       11.6719605910
      -40.0750821547      152.5881418114     2        9.0508175406       11.1032527848       11.5551591404
      -40.0175531927      155.0341858876     6        9.4835092743        9.4835092746       13.6006029271
      -39.9698422745      153.9986053225     6        9.6858431349       10.8181483132       10.8181483133
      -39.9653793464      153.2776738195     2        8.2391759197       10.7089165742       13.6759288078
      -39.9354127913      154.1966476694     4        7.5385503191       11.5595725887       13.9647006170
      -39.8949060464      153.9622373125     2        8.1744501409       11.2453817802       12.6545394758
      -39.8382604046      152.9757206823     1        8.9673740232       10.7007724769       13.7313988747
      -39.8159677519      152.5239415572     1        8.9147488461       10.6867140654       13.5534886309
      -39.7966091395      152.2650046468     1        9.7119083062       10.4955064684       12.5848703220
      -39.7822028090      151.7340386173     1        9.4303122278       10.8849876280       12.2659970000
      -39.7711121494      152.2305009311     1        8.5477671457       11.9806490925       12.7157304783
      -39.7702695905      152.5667323440     1        8.2384998616       11.6305421616       13.8496615920
      -39.7586430787      151.7364039902     2        9.5136159865        9.9761537685       13.4871444779
      -39.7566312538      151.7326533510     2        9.2224132362       10.4409375410       13.3258055569
      -39.7521825156      152.2812999208     1        8.6704330306       12.0119811339       12.6561792652
      -39.7249035959      151.2155565678     1        9.2998479686        9.8710314550       12.8252303747
      -39.7225996973      151.7556001833     1        9.7769742773       10.6449101912       12.3920687514
      -39.7171474179      152.9850568531     1        7.6334177807       12.5552185358       14.2801907562
      -39.7082630841      151.7348902143     2        8.2103256596       12.3571116464       13.0409983373
      -39.7058584289      152.4560840318     1        7.6404532338       12.5104619965       14.1779064752
      -39.7007827940      151.7062626791     1        8.6447292360       12.0052713615       12.6066130953
      -39.6924270355      152.5055552079     1        7.7143849971       12.6658643947       13.9939436462
      -39.6825336251      152.5424197283     1        8.7188117605       10.7728699375       14.8656971333
      -39.6749227923      151.7139718802     1        8.6143785335       11.0641025503       13.9878120920
      -39.6748978202      152.0278601886     2        8.5328126049       11.9279523266       12.9070589648
      -39.6541419832      151.7525599751     1        8.7055675300       11.3387943157       13.7785819691
      -39.6487221084      151.7098747550     1        8.3983347081       12.5518687532       12.9007581766
      -39.6427744751      152.4670570842     1        7.0450202502       12.9418788609       15.2780230680
      -39.6369640052      151.3223200856     2        8.1713667515       11.8267673966       13.6756560650
      -39.6368701290      153.1614942558     2        7.4599903951       11.7536501109       13.9898126321
      -39.6355367838      152.5321369899     1        7.8973024247       12.2040492265       14.8931307666
      -39.6277210203      151.7114540623     1        8.2943528602       11.6753999561       14.2930413779
      -39.6250735476      151.7017880921     1        8.9419772906       10.6108862715       14.3064057308
      -39.6243144108      152.5132610179     1        7.1231377584       13.2278572665       15.0622277388
      -39.6216225347      151.7016719324     1        7.3757074631       12.8528672020       14.4550570328
      -39.6015927199      151.7494425183     6        9.4602777066       11.4275440771       11.4275440773
      -39.5923365825      151.7678109224     4        7.8703274166       12.2459029204       14.3236270652
      -39.5892855639      151.6362905391     2        7.8515743667       11.9247717750       13.5498905175
      -39.5718835111      151.7341728214     1        8.7130312041       11.1505039787       14.6550440041
      -39.5629995296      152.0837925406     2        7.5904800399       12.7354447962       14.6507924123
      -39.5543038808      153.3737553375     6        8.7062904776       12.3549585733       12.3549585734
      -39.5466904097      151.4405110031     1        7.6016170204       12.7975370190       14.1910486732
      -39.5451461862      151.9820212524     2        7.4009852300       12.7319183960       14.8455921118
      -39.5406481576      151.6472475901     2        6.6878254788       13.6691472451       15.2755398680
      -39.5399879353      151.6812626133     2        7.2977488310       12.9324468399       15.1556583251
      -39.5370553374      152.0126057466     1        7.8263954315       11.9234092085       15.1794600733
      -39.5296395577      152.0620226743     1        8.9133125475       10.4386949757       15.5478243395
      -39.5135415910      150.2413027156     4        8.3791272195       11.6145981867       12.8423121593
